Section	Article	Mean	StdDev
Contact Info	AIDA.19	3.25	0.97
Contact Info	AIDA.2	1.88	1.54
Contact Info	AIDA.20	3.12	1.05
Contact Info	AIDA.21	0.00	0.00
Contact Info	AIDA.22	0.57	0.90
Contact Info	AIDA.23	1.62	0.86
Contact Info	AIDA.24	1.38	0.99
Contact Info	AIDA.25	1.57	1.18
Contact Info	AIDA.26	2.12	1.27
Contact Info	AIDA.27	1.88	1.05
Contact Info	AIDA.28	1.88	1.17
Contact Info	AIDA.29	2.00	0.50
Contact Info	AIDA.3	1.00	1.12
Contact Info	AIDA.30	2.12	0.60
Contact Info	AIDA.31	0.00	0.00
Contact Info	AIDA.32	0.25	0.66
Contact Info	AIDA.33	0.12	0.33
Contact Info	AIDA.34	0.38	0.70
Contact Info	AIDA.35	0.29	0.70
Contact Info	AIDA.36	0.75	0.66
Contact Info	AIDA.37	1.62	0.99
Contact Info	AIDA.38	0.88	0.78
Contact Info	AIDA.39	0.88	0.78
Contact Info	AIDA.4	1.00	1.32
Contact Info	AIDA.40	0.50	0.87
Contact Info	AIDA.5	3.62	0.70
Contact Info	AIDA.6	0.50	0.50
Contact Info	AIDA.7	2.00	0.50
Contact Info	AIDA.8	2.00	0.50
Contact Info	AIDA.9	2.00	0.50
Contact Info	CCPA.1798.100	5.00	0.00
Contact Info	CCPA.1798.105	4.50	0.50
Contact Info	CCPA.1798.106	4.50	0.50
Contact Info	CCPA.1798.110	4.50	0.50
Contact Info	CCPA.1798.115	4.50	0.50
Contact Info	CCPA.1798.120	4.50	0.50
Contact Info	CCPA.1798.121	4.50	0.50
Contact Info	CCPA.1798.125	0.17	0.37
Contact Info	CCPA.1798.126	0.67	1.49
Contact Info	CCPA.1798.130	4.83	0.37
Contact Info	CCPA.1798.135	4.00	0.00
Contact Info	CCPA.1798.140	3.00	0.00
Contact Info	CCPA.1798.145	0.43	1.05
Contact Info	CCPA.1798.146	0.88	1.36
Contact Info	CCPA.1798.147	0.00	0.00
Contact Info	CCPA.1798.148	0.38	0.48
Contact Info	CCPA.1798.150	3.75	0.43
Contact Info	CCPA.1798.155	2.00	0.71
Contact Info	CCPA.1798.160	0.00	0.00
Contact Info	CCPA.1798.175	1.14	0.64
Contact Info	CCPA.1798.180	0.29	0.45
Contact Info	CCPA.1798.192	0.00	0.00
Contact Info	CCPA.1798.199.100	1.00	0.00
Contact Info	CCPA.1798.199.20	0.00	0.00
Contact Info	CCPA.1798.199.25	0.00	0.00
Contact Info	CCPA.1798.199.30	0.00	0.00
Contact Info	CCPA.1798.199.35	0.00	0.00
Contact Info	CCPA.1798.199.40	4.43	0.49
Contact Info	CCPA.1798.199.45	3.57	0.90
Contact Info	CCPA.1798.199.50	2.00	2.07
Contact Info	CCPA.1798.199.55	3.33	2.36
Contact Info	CCPA.1798.199.60	0.29	0.45
Contact Info	CCPA.1798.199.65	2.71	0.88
Contact Info	CCPA.1798.199.70	2.43	1.29
Contact Info	CCPA.1798.199.75	2.43	1.29
Contact Info	CCPA.1798.199.80	2.00	1.58
Contact Info	CCPA.1798.199.85	2.00	1.58
Contact Info	CCPA.1798.199.90	2.50	1.12
Contact Info	CCPA.1798.199.95	0.00	0.00
Contact Info	EU.1	2.14	0.99
Contact Info	EU.10	0.57	1.40
Contact Info	EU.100	0.00	0.00
Contact Info	EU.101	0.00	0.00
Contact Info	EU.102	0.00	0.00
Contact Info	EU.103	0.00	0.00
Contact Info	EU.104	0.00	0.00
Contact Info	EU.105	0.00	0.00
Contact Info	EU.106	0.00	0.00
Contact Info	EU.107	0.00	0.00
Contact Info	EU.108	0.00	0.00
Contact Info	EU.109	0.00	0.00
Contact Info	EU.11	2.43	1.18
Contact Info	EU.110	0.00	0.00
Contact Info	EU.111	1.00	0.63
Contact Info	EU.112	0.00	0.00
Contact Info	EU.113	0.00	0.00
Contact Info	EU.12	1.14	1.12
Contact Info	EU.13	2.71	1.03
Contact Info	EU.14	1.29	1.39
Contact Info	EU.15	0.71	1.16
Contact Info	EU.16	4.75	0.43
Contact Info	EU.17	0.00	0.00
Contact Info	EU.18	0.43	1.05
Contact Info	EU.19	0.00	0.00
Contact Info	EU.2	3.57	0.49
Contact Info	EU.20	1.71	1.58
Contact Info	EU.21	3.14	0.35
Contact Info	EU.22	3.71	0.88
Contact Info	EU.23	3.43	2.19
Contact Info	EU.24	1.29	2.05
Contact Info	EU.25	1.60	2.06
Contact Info	EU.26	2.29	2.05
Contact Info	EU.27	0.71	1.16
Contact Info	EU.28	0.50	1.32
Contact Info	EU.29	2.25	1.39
Contact Info	EU.3	4.29	0.88
Contact Info	EU.30	0.29	0.70
Contact Info	EU.31	0.43	1.05
Contact Info	EU.32	0.00	0.00
Contact Info	EU.33	0.00	0.00
Contact Info	EU.34	1.00	1.26
Contact Info	EU.35	2.00	2.45
Contact Info	EU.36	1.00	1.60
Contact Info	EU.37	0.57	1.40
Contact Info	EU.38	0.43	1.05
Contact Info	EU.39	0.43	1.05
Contact Info	EU.4	0.71	1.16
Contact Info	EU.40	0.00	0.00
Contact Info	EU.41	0.00	0.00
Contact Info	EU.42	0.00	0.00
Contact Info	EU.43	2.14	0.99
Contact Info	EU.44	1.00	1.31
Contact Info	EU.45	2.43	1.40
Contact Info	EU.46	0.29	0.70
Contact Info	EU.47	2.71	0.70
Contact Info	EU.48	0.57	0.90
Contact Info	EU.49	4.43	0.73
Contact Info	EU.5	0.00	0.00
Contact Info	EU.50	0.00	0.00
Contact Info	EU.51	0.00	0.00
Contact Info	EU.52	1.86	1.64
Contact Info	EU.53	3.00	1.31
Contact Info	EU.54	4.00	0.76
Contact Info	EU.55	0.00	0.00
Contact Info	EU.56	0.86	1.36
Contact Info	EU.57	1.88	1.69
Contact Info	EU.58	0.75	1.30
Contact Info	EU.59	0.62	1.11
Contact Info	EU.6	2.57	0.90
Contact Info	EU.60	1.25	1.30
Contact Info	EU.61	0.62	1.11
Contact Info	EU.62	1.25	1.39
Contact Info	EU.63	0.71	1.16
Contact Info	EU.64	0.00	0.00
Contact Info	EU.65	0.29	0.70
Contact Info	EU.66	0.00	0.00
Contact Info	EU.67	0.00	0.00
Contact Info	EU.68	0.00	0.00
Contact Info	EU.69	0.00	0.00
Contact Info	EU.7	0.00	0.00
Contact Info	EU.70	3.50	0.50
Contact Info	EU.71	3.50	0.50
Contact Info	EU.72	0.88	1.27
Contact Info	EU.73	3.43	0.49
Contact Info	EU.74	2.14	1.36
Contact Info	EU.75	0.00	0.00
Contact Info	EU.76	0.14	0.35
Contact Info	EU.77	2.29	1.58
Contact Info	EU.78	1.86	1.36
Contact Info	EU.79	2.86	1.46
Contact Info	EU.8	2.57	1.50
Contact Info	EU.80	2.43	1.59
Contact Info	EU.81	2.29	1.67
Contact Info	EU.82	2.67	1.60
Contact Info	EU.83	3.17	1.57
Contact Info	EU.84	0.14	0.35
Contact Info	EU.85	2.29	2.05
Contact Info	EU.86	1.12	1.69
Contact Info	EU.87	1.50	1.73
Contact Info	EU.88	1.38	1.87
Contact Info	EU.89	1.38	1.80
Contact Info	EU.9	1.43	1.29
Contact Info	EU.90	1.00	1.32
Contact Info	EU.91	3.50	1.50
Contact Info	EU.92	1.62	1.65
Contact Info	EU.93	2.00	1.85
Contact Info	EU.94	2.00	1.53
Contact Info	EU.95	1.00	1.26
Contact Info	EU.96	1.43	1.68
Contact Info	EU.97	0.00	0.00
Contact Info	EU.98	0.00	0.00
Contact Info	EU.99	1.14	1.36
Current legal compliance status	AIDA.1	0.00	0.00
Current legal compliance status	AIDA.10	3.25	0.43
Current legal compliance status	AIDA.11	3.50	0.50
Current legal compliance status	AIDA.12	3.12	0.33
Current legal compliance status	AIDA.13	1.38	1.41
Current legal compliance status	AIDA.14	1.62	1.73
Current legal compliance status	AIDA.15	2.00	2.00
Current legal compliance status	AIDA.16	1.12	1.45
Current legal compliance status	AIDA.17	1.00	1.32
Current legal compliance status	AIDA.18	1.12	1.45
Current legal compliance status	AIDA.19	0.75	0.97
Current legal compliance status	AIDA.2	0.00	0.00
Current legal compliance status	AIDA.20	0.00	0.00
Current legal compliance status	AIDA.21	0.00	0.00
Current legal compliance status	AIDA.22	0.75	0.97
Current legal compliance status	AIDA.23	2.62	1.58
Current legal compliance status	AIDA.24	0.88	1.17
Current legal compliance status	AIDA.25	0.88	1.17
Current legal compliance status	AIDA.26	0.88	1.17
Current legal compliance status	AIDA.27	1.75	1.79
Current legal compliance status	AIDA.28	1.12	1.54
Current legal compliance status	AIDA.29	1.88	1.90
Current legal compliance status	AIDA.3	0.00	0.00
Current legal compliance status	AIDA.30	2.75	1.64
Current legal compliance status	AIDA.31	0.00	0.00
Current legal compliance status	AIDA.32	0.00	0.00
Current legal compliance status	AIDA.33	0.00	0.00
Current legal compliance status	AIDA.34	0.00	0.00
Current legal compliance status	AIDA.35	0.00	0.00
Current legal compliance status	AIDA.36	0.50	1.32
Current legal compliance status	AIDA.37	0.00	0.00
Current legal compliance status	AIDA.38	3.75	0.43
Current legal compliance status	AIDA.39	3.75	0.43
Current legal compliance status	AIDA.4	1.50	1.50
Current legal compliance status	AIDA.40	0.50	1.32
Current legal compliance status	AIDA.5	3.50	1.32
Current legal compliance status	AIDA.6	3.25	0.43
Current legal compliance status	AIDA.7	4.62	0.48
Current legal compliance status	AIDA.8	3.88	0.33
Current legal compliance status	AIDA.9	3.88	0.33
Current legal compliance status	CCPA.1798.100	4.12	0.33
Current legal compliance status	CCPA.1798.105	3.50	0.71
Current legal compliance status	CCPA.1798.106	3.50	0.71
Current legal compliance status	CCPA.1798.110	3.38	0.48
Current legal compliance status	CCPA.1798.115	3.38	0.48
Current legal compliance status	CCPA.1798.120	3.75	0.66
Current legal compliance status	CCPA.1798.121	3.62	0.70
Current legal compliance status	CCPA.1798.125	3.75	0.43
Current legal compliance status	CCPA.1798.126	0.00	0.00
Current legal compliance status	CCPA.1798.127	0.00	0.00
Current legal compliance status	CCPA.1798.128	0.00	0.00
Current legal compliance status	CCPA.1798.129	0.00	0.00
Current legal compliance status	CCPA.1798.130	4.25	0.83
Current legal compliance status	CCPA.1798.131	0.00	0.00
Current legal compliance status	CCPA.1798.132	0.00	0.00
Current legal compliance status	CCPA.1798.133	0.00	0.00
Current legal compliance status	CCPA.1798.134	0.00	0.00
Current legal compliance status	CCPA.1798.135	3.50	0.71
Current legal compliance status	CCPA.1798.136	0.00	0.00
Current legal compliance status	CCPA.1798.137	0.00	0.00
Current legal compliance status	CCPA.1798.138	0.00	0.00
Current legal compliance status	CCPA.1798.139	0.00	0.00
Current legal compliance status	CCPA.1798.140	3.88	0.78
Current legal compliance status	CCPA.1798.141	0.00	0.00
Current legal compliance status	CCPA.1798.142	0.00	0.00
Current legal compliance status	CCPA.1798.143	0.00	0.00
Current legal compliance status	CCPA.1798.144	0.00	0.00
Current legal compliance status	CCPA.1798.145	3.50	0.71
Current legal compliance status	CCPA.1798.146	3.75	1.56
Current legal compliance status	CCPA.1798.147	0.00	0.00
Current legal compliance status	CCPA.1798.148	2.50	1.58
Current legal compliance status	CCPA.1798.150	4.00	0.50
Current legal compliance status	CCPA.1798.155	2.50	1.00
Current legal compliance status	CCPA.1798.160	0.12	0.33
Current legal compliance status	CCPA.1798.175	3.00	0.50
Current legal compliance status	CCPA.1798.176	3.00	0.00
Current legal compliance status	CCPA.1798.177	0.00	0.00
Current legal compliance status	CCPA.1798.178	0.00	0.00
Current legal compliance status	CCPA.1798.179	0.00	0.00
Current legal compliance status	CCPA.1798.180	0.75	1.09
Current legal compliance status	CCPA.1798.181	0.00	0.00
Current legal compliance status	CCPA.1798.182	0.00	0.00
Current legal compliance status	CCPA.1798.183	0.00	0.00
Current legal compliance status	CCPA.1798.184	0.00	0.00
Current legal compliance status	CCPA.1798.185	4.00	0.00
Current legal compliance status	CCPA.1798.186	0.00	0.00
Current legal compliance status	CCPA.1798.187	0.00	0.00
Current legal compliance status	CCPA.1798.188	0.00	0.00
Current legal compliance status	CCPA.1798.189	0.00	0.00
Current legal compliance status	CCPA.1798.190	0.75	1.30
Current legal compliance status	CCPA.1798.191	0.00	0.00
Current legal compliance status	CCPA.1798.192	0.75	1.30
Current legal compliance status	CCPA.1798.193	0.00	0.00
Current legal compliance status	CCPA.1798.194	0.25	0.66
Current legal compliance status	CCPA.1798.195	0.00	0.00
Current legal compliance status	CCPA.1798.196	2.00	1.58
Current legal compliance status	CCPA.1798.197	0.00	0.00
Current legal compliance status	CCPA.1798.198	0.00	0.00
Current legal compliance status	CCPA.1798.199	0.00	0.00
Current legal compliance status	CCPA.1798.199.10	1.88	1.45
Current legal compliance status	CCPA.1798.199.100	1.00	1.32
Current legal compliance status	CCPA.1798.199.11	0.00	0.00
Current legal compliance status	CCPA.1798.199.12	0.00	0.00
Current legal compliance status	CCPA.1798.199.13	0.00	0.00
Current legal compliance status	CCPA.1798.199.14	0.00	0.00
Current legal compliance status	CCPA.1798.199.15	0.38	0.99
Current legal compliance status	CCPA.1798.199.20	0.00	0.00
Current legal compliance status	CCPA.1798.199.25	0.00	0.00
Current legal compliance status	CCPA.1798.199.30	0.00	0.00
Current legal compliance status	CCPA.1798.199.35	0.00	0.00
Current legal compliance status	CCPA.1798.199.40	3.88	0.33
Current legal compliance status	CCPA.1798.199.45	0.50	1.32
Current legal compliance status	CCPA.1798.199.50	0.00	0.00
Current legal compliance status	CCPA.1798.199.55	0.00	0.00
Current legal compliance status	CCPA.1798.199.60	0.00	0.00
Current legal compliance status	CCPA.1798.199.65	0.00	0.00
Current legal compliance status	CCPA.1798.199.70	0.00	0.00
Current legal compliance status	CCPA.1798.199.75	0.00	0.00
Current legal compliance status	CCPA.1798.199.80	0.00	0.00
Current legal compliance status	CCPA.1798.199.85	0.62	1.11
Current legal compliance status	CCPA.1798.199.90	2.50	1.50
Current legal compliance status	CCPA.1798.199.95	0.00	0.00
Current legal compliance status	EU.1	3.50	0.50
Current legal compliance status	EU.10	3.62	0.48
Current legal compliance status	EU.100	0.25	0.66
Current legal compliance status	EU.101	0.38	0.99
Current legal compliance status	EU.102	0.00	0.00
Current legal compliance status	EU.103	0.00	0.00
Current legal compliance status	EU.104	0.00	0.00
Current legal compliance status	EU.105	0.00	0.00
Current legal compliance status	EU.106	0.00	0.00
Current legal compliance status	EU.107	0.00	0.00
Current legal compliance status	EU.108	0.00	0.00
Current legal compliance status	EU.109	0.25	0.66
Current legal compliance status	EU.11	3.75	0.43
Current legal compliance status	EU.110	0.00	0.00
Current legal compliance status	EU.111	3.62	0.48
Current legal compliance status	EU.112	1.25	1.64
Current legal compliance status	EU.113	1.25	1.30
Current legal compliance status	EU.12	2.88	1.17
Current legal compliance status	EU.13	3.25	1.30
Current legal compliance status	EU.14	3.50	1.41
Current legal compliance status	EU.15	3.38	0.48
Current legal compliance status	EU.16	4.12	0.33
Current legal compliance status	EU.17	3.12	0.33
Current legal compliance status	EU.18	3.25	0.43
Current legal compliance status	EU.19	3.00	0.00
Current legal compliance status	EU.2	3.25	0.66
Current legal compliance status	EU.20	2.75	0.43
Current legal compliance status	EU.21	2.50	0.50
Current legal compliance status	EU.22	2.75	0.83
Current legal compliance status	EU.23	3.38	1.11
Current legal compliance status	EU.24	2.75	0.66
Current legal compliance status	EU.25	3.12	0.93
Current legal compliance status	EU.26	4.38	0.70
Current legal compliance status	EU.27	4.38	0.70
Current legal compliance status	EU.28	2.38	1.87
Current legal compliance status	EU.29	1.38	1.80
Current legal compliance status	EU.3	3.38	1.32
Current legal compliance status	EU.30	1.38	1.80
Current legal compliance status	EU.31	0.88	1.54
Current legal compliance status	EU.32	0.75	1.30
Current legal compliance status	EU.33	0.00	0.00
Current legal compliance status	EU.34	1.12	1.45
Current legal compliance status	EU.35	0.62	1.65
Current legal compliance status	EU.36	1.25	1.71
Current legal compliance status	EU.37	0.12	0.33
Current legal compliance status	EU.38	0.00	0.00
Current legal compliance status	EU.39	0.00	0.00
Current legal compliance status	EU.4	1.75	0.66
Current legal compliance status	EU.40	3.25	0.43
Current legal compliance status	EU.41	1.62	1.65
Current legal compliance status	EU.42	2.38	1.87
Current legal compliance status	EU.43	4.50	0.50
Current legal compliance status	EU.44	2.12	1.27
Current legal compliance status	EU.45	1.75	1.39
Current legal compliance status	EU.46	2.75	1.39
Current legal compliance status	EU.47	4.12	0.33
Current legal compliance status	EU.48	2.62	1.58
Current legal compliance status	EU.49	4.25	0.43
Current legal compliance status	EU.5	4.75	0.66
Current legal compliance status	EU.50	2.38	1.41
Current legal compliance status	EU.51	1.00	1.80
Current legal compliance status	EU.52	0.88	1.54
Current legal compliance status	EU.53	1.75	1.79
Current legal compliance status	EU.54	0.38	0.99
Current legal compliance status	EU.55	0.50	1.32
Current legal compliance status	EU.56	1.00	1.73
Current legal compliance status	EU.57	2.88	1.69
Current legal compliance status	EU.58	0.38	0.99
Current legal compliance status	EU.59	0.00	0.00
Current legal compliance status	EU.6	4.75	0.43
Current legal compliance status	EU.60	0.38	0.99
Current legal compliance status	EU.61	0.00	0.00
Current legal compliance status	EU.62	0.88	1.17
Current legal compliance status	EU.63	0.00	0.00
Current legal compliance status	EU.64	1.38	1.80
Current legal compliance status	EU.65	0.00	0.00
Current legal compliance status	EU.66	0.50	1.32
Current legal compliance status	EU.67	0.00	0.00
Current legal compliance status	EU.68	0.00	0.00
Current legal compliance status	EU.69	0.00	0.00
Current legal compliance status	EU.7	0.00	0.00
Current legal compliance status	EU.70	3.00	1.73
Current legal compliance status	EU.71	3.25	0.43
Current legal compliance status	EU.72	2.75	1.64
Current legal compliance status	EU.73	2.75	1.64
Current legal compliance status	EU.74	2.25	1.30
Current legal compliance status	EU.75	0.50	0.87
Current legal compliance status	EU.76	0.38	0.99
Current legal compliance status	EU.77	2.25	1.56
Current legal compliance status	EU.78	2.25	1.39
Current legal compliance status	EU.79	4.38	0.70
Current legal compliance status	EU.8	3.88	0.60
Current legal compliance status	EU.80	2.88	1.76
Current legal compliance status	EU.81	0.75	1.30
Current legal compliance status	EU.82	2.25	1.39
Current legal compliance status	EU.83	1.50	2.00
Current legal compliance status	EU.84	1.25	1.64
Current legal compliance status	EU.85	0.88	1.54
Current legal compliance status	EU.86	3.12	1.90
Current legal compliance status	EU.87	0.62	1.11
Current legal compliance status	EU.88	1.75	1.79
Current legal compliance status	EU.89	1.62	1.65
Current legal compliance status	EU.9	4.00	0.71
Current legal compliance status	EU.90	1.12	1.54
Current legal compliance status	EU.91	1.88	1.90
Current legal compliance status	EU.92	1.62	1.65
Current legal compliance status	EU.93	1.50	1.50
Current legal compliance status	EU.94	1.25	1.30
Current legal compliance status	EU.95	1.75	1.48
Current legal compliance status	EU.96	3.00	0.71
Current legal compliance status	EU.97	0.00	0.00
Current legal compliance status	EU.98	0.25	0.66
Current legal compliance status	EU.99	3.00	0.71
Dataset Description	AIDA.1	0.00	0.00
Dataset Description	AIDA.10	3.12	0.33
Dataset Description	AIDA.11	2.12	0.60
Dataset Description	AIDA.12	1.88	0.33
Dataset Description	AIDA.13	3.00	0.50
Dataset Description	AIDA.14	3.75	0.66
Dataset Description	AIDA.15	2.38	0.99
Dataset Description	AIDA.16	1.12	1.17
Dataset Description	AIDA.17	2.25	1.48
Dataset Description	AIDA.18	2.00	1.32
Dataset Description	AIDA.19	0.38	0.70
Dataset Description	AIDA.2	1.38	1.41
Dataset Description	AIDA.20	0.00	0.00
Dataset Description	AIDA.21	0.00	0.00
Dataset Description	AIDA.22	1.75	1.09
Dataset Description	AIDA.23	2.88	1.17
Dataset Description	AIDA.24	0.62	1.11
Dataset Description	AIDA.25	0.62	1.11
Dataset Description	AIDA.26	0.62	1.11
Dataset Description	AIDA.27	1.12	1.54
Dataset Description	AIDA.28	0.88	1.54
Dataset Description	AIDA.29	1.62	1.65
Dataset Description	AIDA.3	0.00	0.00
Dataset Description	AIDA.30	2.50	1.50
Dataset Description	AIDA.31	0.00	0.00
Dataset Description	AIDA.32	0.00	0.00
Dataset Description	AIDA.33	0.00	0.00
Dataset Description	AIDA.34	0.00	0.00
Dataset Description	AIDA.35	0.00	0.00
Dataset Description	AIDA.36	0.88	1.54
Dataset Description	AIDA.37	0.00	0.00
Dataset Description	AIDA.38	4.88	0.33
Dataset Description	AIDA.39	3.25	0.43
Dataset Description	AIDA.4	1.38	1.49
Dataset Description	AIDA.40	0.50	1.32
Dataset Description	AIDA.5	3.75	0.66
Dataset Description	AIDA.6	4.25	0.43
Dataset Description	AIDA.7	2.88	0.33
Dataset Description	AIDA.8	3.12	0.33
Dataset Description	AIDA.9	1.88	0.33
Dataset Description	CCPA.1798.100	4.25	0.83
Dataset Description	CCPA.1798.105	2.62	1.32
Dataset Description	CCPA.1798.106	2.62	1.32
Dataset Description	CCPA.1798.110	3.88	0.93
Dataset Description	CCPA.1798.115	3.50	0.87
Dataset Description	CCPA.1798.120	2.62	1.32
Dataset Description	CCPA.1798.121	3.62	1.11
Dataset Description	CCPA.1798.125	1.62	1.11
Dataset Description	CCPA.1798.126	0.00	0.00
Dataset Description	CCPA.1798.127	0.00	0.00
Dataset Description	CCPA.1798.128	0.00	0.00
Dataset Description	CCPA.1798.129	0.00	0.00
Dataset Description	CCPA.1798.130	3.38	0.48
Dataset Description	CCPA.1798.131	0.00	0.00
Dataset Description	CCPA.1798.132	0.00	0.00
Dataset Description	CCPA.1798.133	0.00	0.00
Dataset Description	CCPA.1798.134	0.00	0.00
Dataset Description	CCPA.1798.135	1.75	1.20
Dataset Description	CCPA.1798.136	0.00	0.00
Dataset Description	CCPA.1798.137	0.00	0.00
Dataset Description	CCPA.1798.138	0.00	0.00
Dataset Description	CCPA.1798.139	0.00	0.00
Dataset Description	CCPA.1798.140	3.88	0.33
Dataset Description	CCPA.1798.141	0.00	0.00
Dataset Description	CCPA.1798.142	0.00	0.00
Dataset Description	CCPA.1798.143	0.00	0.00
Dataset Description	CCPA.1798.144	0.00	0.00
Dataset Description	CCPA.1798.145	3.14	1.12
Dataset Description	CCPA.1798.146	3.00	1.87
Dataset Description	CCPA.1798.147	0.00	0.00
Dataset Description	CCPA.1798.148	3.12	1.90
Dataset Description	CCPA.1798.150	3.62	0.48
Dataset Description	CCPA.1798.155	0.25	0.66
Dataset Description	CCPA.1798.160	0.00	0.00
Dataset Description	CCPA.1798.175	2.88	0.33
Dataset Description	CCPA.1798.176	0.00	0.00
Dataset Description	CCPA.1798.177	0.00	0.00
Dataset Description	CCPA.1798.178	0.00	0.00
Dataset Description	CCPA.1798.179	0.00	0.00
Dataset Description	CCPA.1798.180	0.12	0.33
Dataset Description	CCPA.1798.181	0.00	0.00
Dataset Description	CCPA.1798.182	0.00	0.00
Dataset Description	CCPA.1798.183	0.00	0.00
Dataset Description	CCPA.1798.184	0.00	0.00
Dataset Description	CCPA.1798.185	3.88	0.33
Dataset Description	CCPA.1798.186	0.00	0.00
Dataset Description	CCPA.1798.187	0.00	0.00
Dataset Description	CCPA.1798.188	0.00	0.00
Dataset Description	CCPA.1798.189	0.00	0.00
Dataset Description	CCPA.1798.190	2.62	0.99
Dataset Description	CCPA.1798.191	0.00	0.00
Dataset Description	CCPA.1798.192	0.25	0.66
Dataset Description	CCPA.1798.193	0.00	0.00
Dataset Description	CCPA.1798.194	0.12	0.33
Dataset Description	CCPA.1798.195	0.00	0.00
Dataset Description	CCPA.1798.196	0.38	0.99
Dataset Description	CCPA.1798.197	0.00	0.00
Dataset Description	CCPA.1798.198	0.00	0.00
Dataset Description	CCPA.1798.199	0.00	0.00
Dataset Description	CCPA.1798.199.10	0.00	0.00
