Section	Article	Mean	StdDev
System Name	EU.73	0.00	0.00
System Name	EU.74	0.00	0.00
System Name	EU.75	0.00	0.00
System Name	EU.76	0.00	0.00
System Name	EU.77	0.00	0.00
System Name	EU.78	0.00	0.00
System Name	EU.79	0.38	0.48
System Name	EU.8	1.12	1.27
System Name	EU.80	0.38	0.48
System Name	EU.81	0.00	0.00
System Name	EU.82	0.12	0.33
System Name	EU.83	0.00	0.00
System Name	EU.84	0.00	0.00
System Name	EU.85	0.00	0.00
System Name	EU.86	0.12	0.33
System Name	EU.87	0.00	0.00
System Name	EU.88	0.00	0.00
System Name	EU.89	0.00	0.00
System Name	EU.9	0.50	0.87
System Name	EU.90	0.00	0.00
System Name	EU.91	0.00	0.00
System Name	EU.92	0.00	0.00
System Name	EU.93	0.00	0.00
System Name	EU.94	0.00	0.00
System Name	EU.95	0.00	0.00
System Name	EU.96	1.00	1.00
System Name	EU.97	0.00	0.00
System Name	EU.98	0.00	0.00
System Name	EU.99	0.00	0.00
System Overview	AIDA.1	0.00	0.00
System Overview	AIDA.10	2.00	0.87
System Overview	AIDA.11	3.88	0.33
System Overview	AIDA.12	2.50	1.00
System Overview	AIDA.13	0.25	0.66
System Overview	AIDA.14	1.12	1.27
System Overview	AIDA.15	1.12	1.05
System Overview	AIDA.16	0.25	0.43
System Overview	AIDA.17	3.62	0.48
System Overview	AIDA.18	1.50	1.12
System Overview	AIDA.19	0.00	0.00
System Overview	AIDA.2	4.00	0.00
System Overview	AIDA.20	0.00	0.00
System Overview	AIDA.21	0.00	0.00
System Overview	AIDA.22	0.00	0.00
System Overview	AIDA.23	0.75	0.97
System Overview	AIDA.24	0.50	0.71
System Overview	AIDA.25	0.12	0.33
System Overview	AIDA.26	0.12	0.33
System Overview	AIDA.27	0.25	0.43
System Overview	AIDA.28	2.62	1.32
System Overview	AIDA.29	0.00	0.00
System Overview	AIDA.3	0.00	0.00
System Overview	AIDA.30	2.75	1.20
System Overview	AIDA.31	0.00	0.00
System Overview	AIDA.32	0.00	0.00
System Overview	AIDA.33	0.00	0.00
System Overview	AIDA.34	0.00	0.00
System Overview	AIDA.35	0.00	0.00
System Overview	AIDA.36	3.75	0.43
System Overview	AIDA.37	0.38	0.99
System Overview	AIDA.38	2.88	1.17
System Overview	AIDA.39	4.00	0.00
System Overview	AIDA.4	1.00	1.32
System Overview	AIDA.40	0.00	0.00
System Overview	AIDA.5	4.75	0.43
System Overview	AIDA.6	2.25	1.30
System Overview	AIDA.7	4.25	0.43
System Overview	AIDA.8	3.62	0.48
System Overview	AIDA.9	2.88	0.60
System Overview	CCPA.1798.100	4.00	0.00
System Overview	CCPA.1798.105	0.00	0.00
System Overview	CCPA.1798.106	0.00	0.00
System Overview	CCPA.1798.110	3.00	0.00
System Overview	CCPA.1798.115	0.00	0.00
System Overview	CCPA.1798.120	0.00	0.00
System Overview	CCPA.1798.121	0.88	1.17
System Overview	CCPA.1798.125	1.38	1.11
System Overview	CCPA.1798.126	0.00	0.00
System Overview	CCPA.1798.127	0.00	0.00
System Overview	CCPA.1798.128	0.00	0.00
System Overview	CCPA.1798.129	0.00	0.00
System Overview	CCPA.1798.130	2.75	0.43
System Overview	CCPA.1798.131	0.00	0.00
System Overview	CCPA.1798.132	0.00	0.00
System Overview	CCPA.1798.133	0.00	0.00
System Overview	CCPA.1798.134	0.00	0.00
System Overview	CCPA.1798.135	1.12	0.93
System Overview	CCPA.1798.136	0.00	0.00
System Overview	CCPA.1798.137	0.00	0.00
System Overview	CCPA.1798.138	0.00	0.00
System Overview	CCPA.1798.139	0.00	0.00
System Overview	CCPA.1798.140	3.88	0.33
System Overview	CCPA.1798.141	0.00	0.00
System Overview	CCPA.1798.142	0.00	0.00
System Overview	CCPA.1798.143	0.00	0.00
System Overview	CCPA.1798.144	0.00	0.00
System Overview	CCPA.1798.145	2.75	0.97
System Overview	CCPA.1798.146	0.00	0.00
System Overview	CCPA.1798.148	0.00	0.00
System Overview	CCPA.1798.150	3.88	0.33
System Overview	CCPA.1798.155	0.00	0.00
System Overview	CCPA.1798.160	0.00	0.00
System Overview	CCPA.1798.175	2.62	0.99
System Overview	CCPA.1798.176	0.00	0.00
System Overview	CCPA.1798.177	0.00	0.00
System Overview	CCPA.1798.178	0.00	0.00
System Overview	CCPA.1798.179	0.00	0.00
System Overview	CCPA.1798.180	0.00	0.00
System Overview	CCPA.1798.181	0.00	0.00
System Overview	CCPA.1798.182	0.00	0.00
System Overview	CCPA.1798.183	0.00	0.00
System Overview	CCPA.1798.184	0.00	0.00
System Overview	CCPA.1798.185	3.75	0.66
System Overview	CCPA.1798.186	0.00	0.00
System Overview	CCPA.1798.187	0.00	0.00
System Overview	CCPA.1798.188	0.00	0.00
System Overview	CCPA.1798.189	0.00	0.00
System Overview	CCPA.1798.190	1.38	1.41
System Overview	CCPA.1798.191	0.00	0.00
System Overview	CCPA.1798.192	0.00	0.00
System Overview	CCPA.1798.193	0.00	0.00
System Overview	CCPA.1798.194	0.00	0.00
System Overview	CCPA.1798.195	0.00	0.00
System Overview	CCPA.1798.196	0.00	0.00
System Overview	CCPA.1798.197	0.00	0.00
System Overview	CCPA.1798.198	0.00	0.00
System Overview	CCPA.1798.199	0.00	0.00
System Overview	CCPA.1798.199.10	1.88	1.45
System Overview	CCPA.1798.199.100	0.25	0.66
System Overview	CCPA.1798.199.11	0.00	0.00
System Overview	CCPA.1798.199.12	0.00	0.00
System Overview	CCPA.1798.199.13	0.00	0.00
System Overview	CCPA.1798.199.14	0.00	0.00
System Overview	CCPA.1798.199.15	0.75	1.30
System Overview	CCPA.1798.199.20	0.00	0.00
System Overview	CCPA.1798.199.25	0.00	0.00
System Overview	CCPA.1798.199.30	0.00	0.00
System Overview	CCPA.1798.199.35	0.00	0.00
System Overview	CCPA.1798.199.40	3.12	0.33
System Overview	CCPA.1798.199.45	0.00	0.00
System Overview	CCPA.1798.199.50	0.00	0.00
System Overview	CCPA.1798.199.55	0.00	0.00
System Overview	CCPA.1798.199.60	0.00	0.00
System Overview	CCPA.1798.199.65	0.00	0.00
System Overview	CCPA.1798.199.70	0.00	0.00
System Overview	CCPA.1798.199.75	0.00	0.00
System Overview	CCPA.1798.199.80	0.00	0.00
System Overview	CCPA.1798.199.85	0.00	0.00
System Overview	CCPA.1798.199.90	1.38	1.41
System Overview	CCPA.1798.199.95	0.00	0.00
System Overview	EU.1	3.25	0.43
System Overview	EU.10	1.62	1.65
System Overview	EU.100	0.00	0.00
System Overview	EU.101	0.25	0.66
System Overview	EU.102	0.00	0.00
System Overview	EU.103	0.00	0.00
System Overview	EU.104	0.00	0.00
System Overview	EU.105	0.00	0.00
System Overview	EU.106	0.00	0.00
System Overview	EU.107	0.25	0.66
System Overview	EU.108	0.00	0.00
System Overview	EU.109	0.38	0.99
System Overview	EU.11	2.25	1.79
System Overview	EU.110	0.00	0.00
System Overview	EU.111	2.75	1.09
System Overview	EU.112	1.88	1.62
System Overview	EU.113	0.25	0.66
System Overview	EU.12	1.50	1.50
System Overview	EU.13	3.62	0.48
System Overview	EU.14	3.88	0.33
System Overview	EU.15	3.50	0.50
System Overview	EU.16	4.00	0.00
System Overview	EU.17	3.12	0.33
System Overview	EU.18	3.25	0.66
System Overview	EU.19	2.75	0.43
System Overview	EU.2	2.75	0.83
System Overview	EU.20	1.75	0.66
System Overview	EU.21	1.75	0.66
System Overview	EU.22	1.50	0.87
System Overview	EU.23	2.38	1.41
System Overview	EU.24	2.00	1.58
System Overview	EU.25	2.75	0.66
System Overview	EU.26	3.62	1.41
System Overview	EU.27	1.12	1.45
System Overview	EU.28	0.00	0.00
System Overview	EU.29	0.00	0.00
System Overview	EU.3	4.38	0.48
System Overview	EU.30	0.00	0.00
System Overview	EU.31	0.62	1.11
System Overview	EU.32	0.00	0.00
System Overview	EU.33	0.00	0.00
System Overview	EU.34	0.00	0.00
System Overview	EU.35	0.00	0.00
System Overview	EU.36	0.00	0.00
System Overview	EU.37	0.00	0.00
System Overview	EU.38	0.00	0.00
System Overview	EU.39	0.00	0.00
System Overview	EU.4	1.75	0.66
System Overview	EU.40	3.00	1.22
System Overview	EU.41	3.00	1.22
System Overview	EU.42	1.88	1.17
System Overview	EU.43	3.12	1.27
System Overview	EU.44	0.12	0.33
System Overview	EU.45	0.00	0.00
System Overview	EU.46	0.00	0.00
System Overview	EU.47	1.38	1.41
System Overview	EU.48	0.12	0.33
System Overview	EU.49	3.12	1.27
System Overview	EU.5	3.62	0.70
System Overview	EU.50	3.50	0.50
System Overview	EU.51	1.00	1.41
System Overview	EU.52	0.75	1.09
System Overview	EU.53	2.75	1.64
System Overview	EU.54	0.00	0.00
System Overview	EU.55	1.12	1.54
System Overview	EU.56	0.88	1.27
System Overview	EU.57	1.50	1.50
System Overview	EU.58	0.50	0.87
System Overview	EU.59	0.00	0.00
System Overview	EU.6	4.88	0.33
System Overview	EU.60	0.75	0.97
System Overview	EU.61	0.00	0.00
System Overview	EU.62	0.00	0.00
System Overview	EU.63	0.00	0.00
System Overview	EU.64	0.00	0.00
System Overview	EU.65	0.00	0.00
System Overview	EU.66	0.00	0.00
System Overview	EU.67	0.00	0.00
System Overview	EU.68	0.62	1.11
System Overview	EU.69	0.00	0.00
System Overview	EU.7	0.00	0.00
System Overview	EU.70	1.50	1.50
System Overview	EU.71	2.12	1.76
System Overview	EU.72	3.38	0.70
System Overview	EU.73	1.75	1.39
System Overview	EU.74	1.38	1.41
System Overview	EU.75	0.62	1.11
System Overview	EU.76	0.25	0.66
System Overview	EU.77	0.50	0.87
System Overview	EU.78	1.00	1.32
System Overview	EU.79	3.50	0.50
System Overview	EU.8	2.75	1.71
System Overview	EU.80	1.88	1.17
System Overview	EU.81	0.00	0.00
System Overview	EU.82	2.38	0.48
System Overview	EU.83	0.38	0.99
System Overview	EU.84	0.00	0.00
System Overview	EU.85	0.00	0.00
System Overview	EU.86	1.88	1.90
System Overview	EU.87	0.00	0.00
System Overview	EU.88	0.00	0.00
System Overview	EU.89	0.00	0.00
System Overview	EU.9	4.38	0.48
System Overview	EU.90	0.00	0.00
System Overview	EU.91	1.12	1.45
System Overview	EU.92	1.50	1.94
System Overview	EU.93	1.00	1.32
System Overview	EU.94	0.00	0.00
System Overview	EU.95	1.38	1.41
System Overview	EU.96	2.88	0.33
System Overview	EU.97	0.00	0.00
System Overview	EU.98	0.00	0.00
System Overview	EU.99	1.12	1.17
Terms and conditions	AIDA.1	0.00	0.00
Terms and conditions	AIDA.10	3.86	0.64
Terms and conditions	AIDA.11	3.71	0.45
Terms and conditions	AIDA.12	3.14	1.36
Terms and conditions	AIDA.2	4.38	0.48
Terms and conditions	AIDA.23	3.86	0.64
Terms and conditions	AIDA.24	2.29	2.05
Terms and conditions	AIDA.25	1.14	1.36
Terms and conditions	AIDA.26	2.71	1.28
Terms and conditions	AIDA.27	1.86	1.46
Terms and conditions	AIDA.28	3.14	1.55
Terms and conditions	AIDA.29	0.57	1.40
Terms and conditions	AIDA.3	1.00	1.32
Terms and conditions	AIDA.30	4.86	0.35
Terms and conditions	AIDA.31	0.00	0.00
Terms and conditions	AIDA.32	0.43	1.05
Terms and conditions	AIDA.33	0.00	0.00
Terms and conditions	AIDA.34	0.00	0.00
Terms and conditions	AIDA.35	0.00	0.00
Terms and conditions	AIDA.36	4.88	0.33
Terms and conditions	AIDA.37	3.75	0.43
Terms and conditions	AIDA.38	4.50	0.50
Terms and conditions	AIDA.39	5.00	0.00
Terms and conditions	AIDA.4	3.62	0.70
Terms and conditions	AIDA.40	0.00	0.00
Terms and conditions	AIDA.5	5.00	0.00
Terms and conditions	AIDA.6	3.71	0.88
Terms and conditions	AIDA.7	3.57	0.49
Terms and conditions	AIDA.8	4.14	0.64
Terms and conditions	AIDA.9	3.14	0.64
Terms and conditions	CCPA.1798.100	5.00	0.00
Terms and conditions	CCPA.1798.105	3.38	2.00
Terms and conditions	CCPA.1798.106	3.38	2.00
Terms and conditions	CCPA.1798.110	4.62	0.48
Terms and conditions	CCPA.1798.125	4.00	0.82
Terms and conditions	CCPA.1798.130	4.67	0.47
Terms and conditions	CCPA.1798.135	3.67	0.47
Terms and conditions	CCPA.1798.140	4.67	0.47
Terms and conditions	CCPA.1798.145	4.50	0.50
Terms and conditions	CCPA.1798.146	0.62	1.65
Terms and conditions	CCPA.1798.148	1.25	1.64
Terms and conditions	CCPA.1798.150	5.00	0.00
Terms and conditions	CCPA.1798.155	1.40	1.74
Terms and conditions	CCPA.1798.160	0.00	0.00
Terms and conditions	CCPA.1798.175	5.00	0.00
Terms and conditions	CCPA.1798.180	0.00	0.00
Terms and conditions	EU.1	4.14	0.35
Terms and conditions	EU.10	2.14	1.46
Terms and conditions	EU.100	0.00	0.00
Terms and conditions	EU.101	0.80	1.60
Terms and conditions	EU.102	0.00	0.00
Terms and conditions	EU.103	0.00	0.00
Terms and conditions	EU.104	0.00	0.00
Terms and conditions	EU.105	0.00	0.00
Terms and conditions	EU.106	0.00	0.00
Terms and conditions	EU.107	0.60	1.20
Terms and conditions	EU.108	0.00	0.00
Terms and conditions	EU.109	0.80	1.60
Terms and conditions	EU.11	1.86	1.73
Terms and conditions	EU.110	0.00	0.00
Terms and conditions	EU.111	4.67	0.47
Terms and conditions	EU.112	2.33	1.70
Terms and conditions	EU.113	0.00	0.00
Terms and conditions	EU.12	1.86	1.25
Terms and conditions	EU.13	3.71	0.70
Terms and conditions	EU.14	3.50	0.50
Terms and conditions	EU.15	2.75	0.83
Terms and conditions	EU.16	5.00	0.00
Terms and conditions	EU.17	4.00	0.00
Terms and conditions	EU.18	4.00	0.00
Terms and conditions	EU.19	3.00	0.00
Terms and conditions	EU.2	3.43	0.73
Terms and conditions	EU.20	3.00	0.00
Terms and conditions	EU.21	3.00	0.00
Terms and conditions	EU.22	3.00	0.00
Terms and conditions	EU.23	4.40	1.20
Terms and conditions	EU.24	3.80	0.98
Terms and conditions	EU.25	3.80	0.40
Terms and conditions	EU.26	4.60	0.49
Terms and conditions	EU.27	2.20	1.83
Terms and conditions	EU.28	0.00	0.00
Terms and conditions	EU.29	0.00	0.00
Terms and conditions	EU.3	3.71	0.45
Terms and conditions	EU.30	0.00	0.00
Terms and conditions	EU.31	1.20	1.47
Terms and conditions	EU.32	0.00	0.00
Terms and conditions	EU.33	0.00	0.00
Terms and conditions	EU.34	2.25	1.48
Terms and conditions	EU.35	0.00	0.00
Terms and conditions	EU.36	0.00	0.00
Terms and conditions	EU.37	0.00	0.00
Terms and conditions	EU.38	0.00	0.00
Terms and conditions	EU.39	0.00	0.00
Terms and conditions	EU.4	3.00	0.76
Terms and conditions	EU.40	4.00	0.00
Terms and conditions	EU.41	4.00	0.00
Terms and conditions	EU.42	3.60	1.85
Terms and conditions	EU.43	4.60	0.49
Terms and conditions	EU.44	0.80	1.60
Terms and conditions	EU.45	0.00	0.00
Terms and conditions	EU.46	0.00	0.00
Terms and conditions	EU.47	4.40	0.80
Terms and conditions	EU.48	0.80	1.60
Terms and conditions	EU.49	4.25	0.43
Terms and conditions	EU.5	4.83	0.37
Terms and conditions	EU.50	3.75	0.43
Terms and conditions	EU.51	1.67	1.25
Terms and conditions	EU.52	1.67	1.25
Terms and conditions	EU.53	4.33	0.47
Terms and conditions	EU.54	0.67	0.94
Terms and conditions	EU.55	1.50	1.50
Terms and conditions	EU.56	0.00	0.00
Terms and conditions	EU.57	2.20	1.83
Terms and conditions	EU.58	0.60	1.20
Terms and conditions	EU.59	2.20	1.17
Terms and conditions	EU.6	4.67	0.47
Terms and conditions	EU.60	1.80	1.47
Terms and conditions	EU.61	2.20	1.33
Terms and conditions	EU.62	0.40	0.80
Terms and conditions	EU.63	0.40	0.80
Terms and conditions	EU.64	0.00	0.00
Terms and conditions	EU.65	0.00	0.00
Terms and conditions	EU.66	0.00	0.00
Terms and conditions	EU.67	0.00	0.00
Terms and conditions	EU.68	0.00	0.00
Terms and conditions	EU.69	0.00	0.00
Terms and conditions	EU.7	0.00	0.00
Terms and conditions	EU.70	2.40	1.96
Terms and conditions	EU.71	3.40	0.49
Terms and conditions	EU.72	3.80	0.40
Terms and conditions	EU.73	3.80	0.40
Terms and conditions	EU.74	2.25	1.48
Terms and conditions	EU.75	0.00	0.00
Terms and conditions	EU.76	1.00	1.41
Terms and conditions	EU.77	1.33	0.94
Terms and conditions	EU.78	4.00	0.71
Terms and conditions	EU.79	3.40	0.49
Terms and conditions	EU.8	4.00	0.63
Terms and conditions	EU.80	1.75	1.09
Terms and conditions	EU.81	0.00	0.00
Terms and conditions	EU.82	3.00	0.71
Terms and conditions	EU.83	2.50	0.50
Terms and conditions	EU.84	0.00	0.00
Terms and conditions	EU.85	1.67	1.25
Terms and conditions	EU.86	2.33	1.70
Terms and conditions	EU.87	0.00	0.00
Terms and conditions	EU.88	0.00	0.00
Terms and conditions	EU.89	0.00	0.00
Terms and conditions	EU.9	3.57	0.73
Terms and conditions	EU.90	0.00	0.00
Terms and conditions	EU.91	3.25	1.92
Terms and conditions	EU.92	2.50	1.50
Terms and conditions	EU.93	4.00	0.82
Terms and conditions	EU.94	2.33	0.47
Terms and conditions	EU.95	3.00	1.00
Terms and conditions	EU.96	4.00	0.89
Terms and conditions	EU.97	0.00	0.00
Terms and conditions	EU.98	0.00	0.00
Terms and conditions	EU.99	4.00	0.63
Testing Contexts	AIDA.1	0.00	0.00
Testing Contexts	AIDA.10	2.50	1.00
Testing Contexts	AIDA.11	2.75	0.43
Testing Contexts	AIDA.12	3.12	1.27
Testing Contexts	AIDA.13	2.62	0.99
Testing Contexts	AIDA.14	3.75	0.66
Testing Contexts	AIDA.15	3.75	0.66
Testing Contexts	AIDA.16	2.00	1.32
Testing Contexts	AIDA.17	4.00	0.50
Testing Contexts	AIDA.18	2.75	1.09
Testing Contexts	AIDA.19	1.12	1.27
Testing Contexts	AIDA.2	0.38	0.99
Testing Contexts	AIDA.20	0.12	0.33
Testing Contexts	AIDA.21	0.00	0.00
Testing Contexts	AIDA.22	1.00	0.89
Testing Contexts	AIDA.23	0.75	0.97
Testing Contexts	AIDA.24	0.43	1.05
Testing Contexts	AIDA.25	1.00	1.60
Testing Contexts	AIDA.26	1.25	1.64
Testing Contexts	AIDA.27	1.25	1.64
Testing Contexts	AIDA.28	2.38	1.93
Testing Contexts	AIDA.29	3.38	1.41
Testing Contexts	AIDA.3	0.00	0.00
Testing Contexts	AIDA.30	3.88	0.33
Testing Contexts	AIDA.31	0.00	0.00
Testing Contexts	AIDA.32	0.75	0.97
Testing Contexts	AIDA.33	0.00	0.00
Testing Contexts	AIDA.34	0.00	0.00
Testing Contexts	AIDA.35	0.00	0.00
Testing Contexts	AIDA.36	2.62	2.12
Testing Contexts	AIDA.37	0.75	1.30
Testing Contexts	AIDA.38	1.00	1.32
Testing Contexts	AIDA.39	4.12	0.33
Testing Contexts	AIDA.4	3.00	0.50
Testing Contexts	AIDA.40	0.00	0.00
Testing Contexts	AIDA.5	4.25	0.43
Testing Contexts	AIDA.6	1.50	1.58
Testing Contexts	AIDA.7	3.75	0.66
Testing Contexts	AIDA.8	4.38	0.48
Testing Contexts	AIDA.9	3.38	0.70
Testing Contexts	CCPA.1798.100	1.25	1.20
Testing Contexts	CCPA.1798.105	0.12	0.33
Testing Contexts	CCPA.1798.106	0.12	0.33
Testing Contexts	CCPA.1798.110	1.00	0.87
Testing Contexts	CCPA.1798.115	0.38	0.70
Testing Contexts	CCPA.1798.120	0.38	0.70
Testing Contexts	CCPA.1798.121	1.00	1.00
Testing Contexts	CCPA.1798.125	1.14	1.12
Testing Contexts	CCPA.1798.130	0.29	0.70
Testing Contexts	CCPA.1798.135	0.00	0.00
Testing Contexts	CCPA.1798.140	0.86	0.64
Testing Contexts	CCPA.1798.145	0.43	0.73
Testing Contexts	CCPA.1798.146	2.25	2.28
Testing Contexts	CCPA.1798.148	2.25	1.48
Testing Contexts	CCPA.1798.150	3.50	1.12
Testing Contexts	CCPA.1798.155	0.75	1.30
Testing Contexts	CCPA.1798.160	0.00	0.00
Testing Contexts	CCPA.1798.175	2.25	1.48
Testing Contexts	CCPA.1798.180	0.00	0.00
Testing Contexts	CCPA.1798.199.20	0.00	0.00
Testing Contexts	CCPA.1798.199.25	0.00	0.00
Testing Contexts	CCPA.1798.199.30	0.00	0.00
Testing Contexts	CCPA.1798.199.35	0.00	0.00
Testing Contexts	CCPA.1798.199.40	4.14	0.64
Testing Contexts	CCPA.1798.199.45	0.00	0.00
Testing Contexts	CCPA.1798.199.50	0.00	0.00
Testing Contexts	CCPA.1798.199.60	0.00	0.00
Testing Contexts	CCPA.1798.199.65	0.00	0.00
Testing Contexts	CCPA.1798.199.70	0.00	0.00
Testing Contexts	CCPA.1798.199.75	0.00	0.00
Testing Contexts	EU.1	3.86	0.64
Testing Contexts	EU.10	3.71	1.67
Testing Contexts	EU.100	0.00	0.00
Testing Contexts	EU.101	1.00	1.60
Testing Contexts	EU.102	0.00	0.00
Testing Contexts	EU.103	0.00	0.00
Testing Contexts	EU.104	0.00	0.00
Testing Contexts	EU.105	0.00	0.00
Testing Contexts	EU.106	0.00	0.00
Testing Contexts	EU.107	0.00	0.00
Testing Contexts	EU.108	0.00	0.00
Testing Contexts	EU.109	0.80	1.60
Testing Contexts	EU.11	3.86	1.64
Testing Contexts	EU.110	0.00	0.00
Testing Contexts	EU.111	4.00	0.00
Testing Contexts	EU.112	3.80	0.98
Testing Contexts	EU.113	0.00	0.00
Testing Contexts	EU.12	1.86	1.64
Testing Contexts	EU.13	4.00	0.53
Testing Contexts	EU.14	3.29	0.45
Testing Contexts	EU.15	4.71	0.45
Testing Contexts	EU.16	4.75	0.43
Testing Contexts	EU.17	3.75	0.43
Testing Contexts	EU.18	3.50	0.50
Testing Contexts	EU.19	2.38	0.99
Testing Contexts	EU.2	2.86	0.83
Testing Contexts	EU.20	3.12	0.33
Testing Contexts	EU.21	2.25	1.09
Testing Contexts	EU.22	0.00	0.00
Testing Contexts	EU.23	1.57	1.84
Testing Contexts	EU.24	1.29	1.48
Testing Contexts	EU.25	2.00	1.77
Testing Contexts	EU.26	4.14	0.35
Testing Contexts	EU.27	3.86	1.73
Testing Contexts	EU.28	0.00	0.00
Testing Contexts	EU.29	0.00	0.00
Testing Contexts	EU.3	2.29	1.58
Testing Contexts	EU.30	0.00	0.00
Testing Contexts	EU.31	1.14	1.81
Testing Contexts	EU.32	0.00	0.00
Testing Contexts	EU.33	0.00	0.00
Testing Contexts	EU.34	3.50	1.61
Testing Contexts	EU.35	0.00	0.00
Testing Contexts	EU.36	0.00	0.00
Testing Contexts	EU.37	0.00	0.00
Testing Contexts	EU.38	0.00	0.00
Testing Contexts	EU.39	0.00	0.00
Testing Contexts	EU.4	1.43	1.29
Testing Contexts	EU.40	4.71	0.45
Testing Contexts	EU.41	4.71	0.45
Testing Contexts	EU.42	4.71	0.70
Testing Contexts	EU.43	4.67	0.47
Testing Contexts	EU.44	3.00	1.55
Testing Contexts	EU.45	0.60	1.20
Testing Contexts	EU.46	1.86	1.25
Testing Contexts	EU.47	1.57	1.84
Testing Contexts	EU.48	0.43	1.05
Testing Contexts	EU.49	1.86	2.23
Testing Contexts	EU.5	3.86	0.64
Testing Contexts	EU.50	1.86	1.64
Testing Contexts	EU.51	0.57	1.40
Testing Contexts	EU.52	0.00	0.00
Testing Contexts	EU.53	2.00	2.33
Testing Contexts	EU.54	0.00	0.00
Testing Contexts	EU.55	1.57	1.84
Testing Contexts	EU.56	1.29	2.05
Testing Contexts	EU.57	4.14	1.73
Testing Contexts	EU.58	3.43	1.50
Testing Contexts	EU.59	1.14	1.81
Testing Contexts	EU.6	5.00	0.00
Testing Contexts	EU.60	5.00	0.00
Testing Contexts	EU.61	0.86	1.36
Testing Contexts	EU.62	0.57	0.90
Testing Contexts	EU.63	0.43	0.73
Testing Contexts	EU.64	0.00	0.00
Testing Contexts	EU.65	0.00	0.00
Testing Contexts	EU.66	0.00	0.00
Testing Contexts	EU.67	0.00	0.00
Testing Contexts	EU.68	1.71	1.98
Testing Contexts	EU.69	0.00	0.00
Testing Contexts	EU.7	0.71	1.39
Testing Contexts	EU.70	1.29	2.05
Testing Contexts	EU.71	3.29	1.48
Testing Contexts	EU.72	4.14	0.64
Testing Contexts	EU.73	1.71	1.58
Testing Contexts	EU.74	3.57	0.49
Testing Contexts	EU.75	1.20	1.47
Testing Contexts	EU.76	4.86	0.35
Testing Contexts	EU.77	1.71	2.05
Testing Contexts	EU.78	0.86	1.36
Testing Contexts	EU.79	4.43	0.49
Testing Contexts	EU.8	4.71	0.45
Testing Contexts	EU.80	2.57	1.68
Testing Contexts	EU.81	0.43	1.05
Testing Contexts	EU.82	3.80	0.40
Testing Contexts	EU.83	0.60	1.20
Testing Contexts	EU.84	2.50	1.89
Testing Contexts	EU.85	0.60	1.20
Testing Contexts	EU.86	1.86	1.73
Testing Contexts	EU.87	0.00	0.00
Testing Contexts	EU.88	0.00	0.00
Testing Contexts	EU.89	0.86	1.46
Testing Contexts	EU.9	4.00	0.00
Testing Contexts	EU.90	0.86	1.36
Testing Contexts	EU.91	2.14	2.03
Testing Contexts	EU.92	4.43	0.49
Testing Contexts	EU.93	1.14	1.81
Testing Contexts	EU.94	1.20	1.47
Testing Contexts	EU.95	2.60	0.80
Testing Contexts	EU.96	3.14	1.64
Testing Contexts	EU.97	0.00	0.00
Testing Contexts	EU.98	0.00	0.00
Testing Contexts	EU.99	3.00	1.93
Update Frequency	AIDA.1	0.00	0.00
Update Frequency	AIDA.10	2.62	1.22
Update Frequency	AIDA.11	1.25	1.30
Update Frequency	AIDA.12	2.38	1.11
Update Frequency	AIDA.13	0.62	1.11
Update Frequency	AIDA.14	2.00	1.22
Update Frequency	AIDA.15	1.88	1.54
Update Frequency	AIDA.16	1.25	0.97
Update Frequency	AIDA.17	2.75	1.09
Update Frequency	AIDA.18	0.25	0.66
Update Frequency	AIDA.19	0.00	0.00
Update Frequency	AIDA.2	0.50	1.00
Update Frequency	AIDA.20	0.00	0.00
Update Frequency	AIDA.21	0.00	0.00
Update Frequency	AIDA.22	0.00	0.00
Update Frequency	AIDA.23	0.00	0.00
Update Frequency	AIDA.24	0.00	0.00
Update Frequency	AIDA.25	0.00	0.00
Update Frequency	AIDA.26	0.00	0.00
Update Frequency	AIDA.27	0.50	0.87
Update Frequency	AIDA.28	1.75	1.39
Update Frequency	AIDA.29	0.25	0.66
Update Frequency	AIDA.3	0.00	0.00
Update Frequency	AIDA.30	3.00	0.50
Update Frequency	AIDA.31	0.00	0.00
Update Frequency	AIDA.32	0.00	0.00
Update Frequency	AIDA.33	0.00	0.00
Update Frequency	AIDA.34	0.00	0.00
Update Frequency	AIDA.35	0.25	0.66
Update Frequency	AIDA.36	1.75	1.39
Update Frequency	AIDA.37	1.00	1.41
Update Frequency	AIDA.38	0.88	1.17
Update Frequency	AIDA.39	3.00	0.50
Update Frequency	AIDA.4	2.75	0.43
Update Frequency	AIDA.40	0.00	0.00
Update Frequency	AIDA.5	3.50	0.50
Update Frequency	AIDA.6	1.00	1.00
Update Frequency	AIDA.7	2.62	0.99
Update Frequency	AIDA.8	3.38	0.48
Update Frequency	AIDA.9	3.50	0.50
Update Frequency	CCPA.1798.100	2.88	0.33
Update Frequency	CCPA.1798.105	1.25	0.97
Update Frequency	CCPA.1798.106	1.25	0.97
Update Frequency	CCPA.1798.110	2.50	0.50
Update Frequency	CCPA.1798.115	1.50	0.87
Update Frequency	CCPA.1798.120	2.38	0.99
Update Frequency	CCPA.1798.121	2.00	1.32
Update Frequency	CCPA.1798.125	1.88	0.33
Update Frequency	CCPA.1798.130	3.38	0.48
Update Frequency	CCPA.1798.135	2.62	0.48
Update Frequency	CCPA.1798.140	1.62	0.48
